Nº SETOR;MUNICIPIO;Nº DOMICILIOS 2000;Nº DOMICILIOS 2004; v;TAXA  OCUPAÇÃO;b;Unnamed: 7;TOTAL;PULO;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;ID_;MUNICIP;ESTADO;MACRO;MICRO;ORDEM_MICR;AREAKM2;POP2007;POP15MAIS;Sexo;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Total
310620005650043.0;Belo Horizonte;201.0;242.0;228.0;0.942;12.0;25.0;24.0;10.0;8.0;18.0;28.0;38.0;48.0;58.0;68.0;78.0;88.0;98.0;108.0;118.0;128.0;138.0;148.0;158.0;168.0;178.0;188.0;198.0;208.0;218.0;228.0;238.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005650367.0;Belo Horizonte;211.0;272.0;254.0;0.934;12.0;25.0;25.0;11.0;1.0;12.0;23.0;34.0;45.0;56.0;67.0;78.0;89.0;100.0;111.0;122.0;133.0;144.0;155.0;166.0;177.0;188.0;199.0;210.0;221.0;232.0;243.0;254.0;265.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005650356.0;Belo Horizonte;333.0;417.0;396.0;0.95;12.0;25.0;25.0;17.0;2.0;19.0;36.0;53.0;70.0;87.0;104.0;121.0;138.0;155.0;172.0;189.0;206.0;223.0;240.0;257.0;274.0;291.0;308.0;325.0;342.0;359.0;376.0;393.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620025610010.0;Belo Horizonte;320.0;349.0;334.0;0.957;10.0;21.0;21.0;17.0;3.0;20.0;37.0;54.0;71.0;88.0;105.0;122.0;139.0;156.0;173.0;190.0;207.0;224.0;241.0;258.0;275.0;292.0;309.0;326.0;343.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620025610129.0;Belo Horizonte;376.0;499.0;443.0;0.888;13.0;27.0;28.0;18.0;7.0;25.0;43.0;61.0;79.0;97.0;115.0;133.0;151.0;169.0;187.0;205.0;223.0;241.0;259.0;277.0;295.0;313.0;331.0;349.0;367.0;385.0;403.0;421.0;439.0;457.0;475.0;493.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620025610240.0;Belo Horizonte;249.0;293.0;270.0;0.922;12.0;25.0;25.0;12.0;3.0;15.0;27.0;39.0;51.0;63.0;75.0;87.0;99.0;111.0;123.0;135.0;147.0;159.0;171.0;183.0;195.0;207.0;219.0;231.0;243.0;255.0;267.0;279.0;291.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620025610158.0;Belo Horizonte;238.0;297.0;269.0;0.906;12.0;25.0;25.0;12.0;9.0;21.0;33.0;45.0;57.0;69.0;81.0;93.0;105.0;117.0;129.0;141.0;153.0;165.0;177.0;189.0;201.0;213.0;225.0;237.0;249.0;261.0;273.0;285.0;297.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620025610077.0;Belo Horizonte;396.0;443.0;433.0;0.977;11.0;23.0;23.0;19.0;8.0;27.0;46.0;65.0;84.0;103.0;122.0;141.0;160.0;179.0;198.0;217.0;236.0;255.0;274.0;293.0;312.0;331.0;350.0;369.0;388.0;407.0;426.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620025610165.0;Belo Horizonte;249.0;314.0;288.0;0.917;12.0;25.0;25.0;13.0;1.0;14.0;27.0;40.0;53.0;66.0;79.0;92.0;105.0;118.0;131.0;144.0;157.0;170.0;183.0;196.0;209.0;222.0;235.0;248.0;261.0;274.0;287.0;300.0;313.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620025610152.0;Belo Horizonte;162.0;176.0;167.0;0.949;10.0;21.0;22.0;8.0;3.0;11.0;19.0;27.0;35.0;43.0;51.0;59.0;67.0;75.0;83.0;91.0;99.0;107.0;115.0;123.0;131.0;139.0;147.0;155.0;163.0;171.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005670242.0;Belo Horizonte;260.0;232.0;226.0;0.974;8.0;17.0;17.0;14.0;6.0;20.0;34.0;48.0;62.0;76.0;90.0;104.0;118.0;132.0;146.0;160.0;174.0;188.0;202.0;216.0;230.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005670140.0;Belo Horizonte;159.0;175.0;160.0;0.914;11.0;23.0;22.0;8.0;2.0;10.0;18.0;26.0;34.0;42.0;50.0;58.0;66.0;74.0;82.0;90.0;98.0;106.0;114.0;122.0;130.0;138.0;146.0;154.0;162.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005670188.0;Belo Horizonte;275.0;341.0;310.0;0.909;11.0;23.0;23.0;15.0;6.0;21.0;36.0;51.0;66.0;81.0;96.0;111.0;126.0;141.0;156.0;171.0;186.0;201.0;216.0;231.0;246.0;261.0;276.0;291.0;306.0;321.0;336.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005670156.0;Belo Horizonte;324.0;363.0;360.0;0.992;11.0;23.0;23.0;16.0;1.0;17.0;33.0;49.0;65.0;81.0;97.0;113.0;129.0;145.0;161.0;177.0;193.0;209.0;225.0;241.0;257.0;273.0;289.0;305.0;321.0;337.0;353.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005670024.0;Belo Horizonte;487.0;614.0;584.0;0.951;13.0;27.0;26.0;23.0;19.0;42.0;65.0;88.0;111.0;134.0;157.0;180.0;203.0;226.0;249.0;272.0;295.0;318.0;341.0;364.0;387.0;410.0;433.0;456.0;479.0;502.0;525.0;548.0;571.0;594.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005670154.0;Belo Horizonte;274.0;334.0;311.0;0.931;12.0;25.0;25.0;13.0;12.0;25.0;38.0;51.0;64.0;77.0;90.0;103.0;116.0;129.0;142.0;155.0;168.0;181.0;194.0;207.0;220.0;233.0;246.0;259.0;272.0;285.0;298.0;311.0;324.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005670273.0;Belo Horizonte;218.0;271.0;264.0;0.974;11.0;23.0;23.0;12.0;2.0;14.0;26.0;38.0;50.0;62.0;74.0;86.0;98.0;110.0;122.0;134.0;146.0;158.0;170.0;182.0;194.0;206.0;218.0;230.0;242.0;254.0;266.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005670099.0;Belo Horizonte;180.0;369.0;326.0;0.883;20.0;42.0;41.0;9.0;2.0;11.0;20.0;29.0;38.0;47.0;56.0;65.0;74.0;83.0;92.0;101.0;110.0;119.0;128.0;137.0;146.0;155.0;164.0;173.0;182.0;191.0;200.0;209.0;218.0;227.0;236.0;245.0;254.0;263.0;272.0;281.0;290.0;299.0;308.0;317.0;326.0;335.0;344.0;353.0;362.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005620365.0;Belo Horizonte;254.0;289.0;283.0;0.979;11.0;23.0;22.0;13.0;7.0;20.0;33.0;46.0;59.0;72.0;85.0;98.0;111.0;124.0;137.0;150.0;163.0;176.0;189.0;202.0;215.0;228.0;241.0;254.0;267.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005620039.0;Belo Horizonte;213.0;243.0;238.0;0.979;11.0;23.0;22.0;11.0;7.0;18.0;29.0;40.0;51.0;62.0;73.0;84.0;95.0;106.0;117.0;128.0;139.0;150.0;161.0;172.0;183.0;194.0;205.0;216.0;227.0;238.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005620161.0;Belo Horizonte;273.0;323.0;309.0;0.957;11.0;23.0;23.0;14.0;11.0;25.0;39.0;53.0;67.0;81.0;95.0;109.0;123.0;137.0;151.0;165.0;179.0;193.0;207.0;221.0;235.0;249.0;263.0;277.0;291.0;305.0;319.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005620311.0;Belo Horizonte;277.0;347.0;347.0;1.0;12.0;25.0;24.0;14.0;13.0;27.0;41.0;55.0;69.0;83.0;97.0;111.0;125.0;139.0;153.0;167.0;181.0;195.0;209.0;223.0;237.0;251.0;265.0;279.0;293.0;307.0;321.0;335.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005620066.0;Belo Horizonte;227.0;266.0;252.0;0.947;11.0;23.0;22.0;12.0;11.0;23.0;35.0;47.0;59.0;71.0;83.0;95.0;107.0;119.0;131.0;143.0;155.0;167.0;179.0;191.0;203.0;215.0;227.0;239.0;251.0;263.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005620044.0;Belo Horizonte;136.0;217.0;211.0;0.972;15.0;31.0;31.0;7.0;4.0;11.0;18.0;25.0;32.0;39.0;46.0;53.0;60.0;67.0;74.0;81.0;88.0;95.0;102.0;109.0;116.0;123.0;130.0;137.0;144.0;151.0;158.0;165.0;172.0;179.0;186.0;193.0;200.0;207.0;214.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005620095.0;Belo Horizonte;287.0;415.0;397.0;0.957;14.0;29.0;30.0;14.0;5.0;19.0;33.0;47.0;61.0;75.0;89.0;103.0;117.0;131.0;145.0;159.0;173.0;187.0;201.0;215.0;229.0;243.0;257.0;271.0;285.0;299.0;313.0;327.0;341.0;355.0;369.0;383.0;397.0;411.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005620306.0;Belo Horizonte;293.0;355.0;344.0;0.969;12.0;25.0;26.0;14.0;5.0;19.0;33.0;47.0;61.0;75.0;89.0;103.0;117.0;131.0;145.0;159.0;173.0;187.0;201.0;215.0;229.0;243.0;257.0;271.0;285.0;299.0;313.0;327.0;341.0;355.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
310620005620113.0;Belo Horizonte;266.0;290.0;274.0;0.945;10.0;21.0;21.0;14.0;10.0;24.0;38.0;52.0;66.0;80.0;94.0;108.0;122.0;136.0;150.0;164.0;178.0;192.0;206.0;220.0;234.0;248.0;262.0;276.0;290.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
0.0;;0.0;21983.0;20625.0;0.9382249920393031;780.0;1634.0;1643.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2287.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
0.0;;0.0;0.0;0.0;1635.0022787878788;2.0961567676767676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315550.0;Rio ParanaÝba;MINAS GERAIS;Alto SÒo Francisco;Patos de Minas;0.0;1357.59;13292.0;9859.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312470.0;Estrela do Indaiß;MINAS GERAIS;Alto SÒo Francisco;Bom Despacho;2.0;637.419;3269.0;2425.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310270.0;Cachoeira de Paje·;MINAS GERAIS;Jequitinhonha;Pedra Azul;1.0;681.019;8307.0;5448.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312030.0;Cristßlia;MINAS GERAIS;Jequitinhonha;GrÒo Mogol;4.0;843.525;6080.0;3465.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313570.0;Jequitibß;MINAS GERAIS;Metal·rgica/Campo das Vertente;Sete Lagoas;4.0;447.083;5275.0;3649.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311970.0;Coronel Xavier Chaves;MINAS GERAIS;Metal·rgica/Campo das Vertente;SÒo JoÒo Del Rei;9.0;141.41;3354.0;2532.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316265.0;SÒo JoÒo do PacuÝ;MINAS GERAIS;Noroeste;Montes Claros;0.0;422.311;3764.0;2428.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310825.0;Bonito de Minas;MINAS GERAIS;Noroeste;Janußria;5.0;3925.597;8188.0;5002.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315820.0;Santa Maria do SuaþuÝ;MINAS GERAIS;Rio Doce;Peþanha;3.0;625.459;14183.0;9240.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312250.0;Dom Cavati;MINAS GERAIS;Rio Doce;Caratinga;7.0;69.214;4882.0;3511.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316390.0;SÒo Pedro da UniÒo;MINAS GERAIS;Sul de Minas;SÒo SebastiÒo do ParaÝso;3.0;258.64;6083.0;4416.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310720.0;Bocaina de Minas;MINAS GERAIS;Sul de Minas;AndrelÔndia;9.0;502.597;5024.0;3634.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315160.0;Planura;MINAS GERAIS;TriÔngulo/Alto ParanaÝba;Frutal;2.0;318.66;9139.0;6609.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313160.0;IraÝ de Minas;MINAS GERAIS;TriÔngulo/Alto ParanaÝba;PatrocÝnio;5.0;358.706;7119.0;5096.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317210.0;Volta Grande;MINAS GERAIS;Zona da Mata;Cataguases;1.0;209.478;5249.0;3768.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313550.0;Jequeri;MINAS GERAIS;Zona da Mata;Ponte Nova;4.0;549.521;12412.0;8737.0;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Masculino;46922.0;187750.0;228372.0;236745.0;257612.0;479341.0;391415.0;295937.0;172752.0;98329.0;44450.0;15097.0;2454722.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feminino;45175.0;182050.0;222465.0;233243.0;262940.0;495077.0;423915.0;327818.0;196919.0;125198.0;68198.0;30649.0;2613647.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Total;92097.0;369800.0;450837.0;469988.0;520552.0;974418.0;815330.0;623755.0;369671.0;223527.0;112648.0;45746.0;5068369.0
